model;features;tree_constraints;cross_constraints;valid;invalid
Scenario Application;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_7], FeatureId[_r_7_8], FeatureId[_r_7_8_9_10], FeatureId[_r_7_8_9_11], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_15], FeatureId[_r_12_13_16]];9;0;56;16328
MoviesApp;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_2], FeatureId[_r_2_12_13], FeatureId[_r_2_12_14], FeatureId[_r_2_12_14_15], FeatureId[_r_3], FeatureId[_r_3_16_17], FeatureId[_r_3_16_18], FeatureId[_r_4], FeatureId[_r_4_19]];10;0;54;8138
Simplified Smart Hotel;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_4], FeatureId[_r_2_4_6_7], FeatureId[_r_2_4_6_8], FeatureId[_r_2_5], FeatureId[_r_2_5_9_10], FeatureId[_r_2_5_9_11], FeatureId[_r_2_5_9_12], FeatureId[_r_2_5_14], FeatureId[_r_15], FeatureId[_r_15_16], FeatureId[_r_17]];7;1;232;16152
SysML Model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6_7], FeatureId[_r_1_6_8], FeatureId[_r_2], FeatureId[_r_2_9_10], FeatureId[_r_2_9_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14], FeatureId[_r_4], FeatureId[_r_4_15_16], FeatureId[_r_4_15_17], FeatureId[_r_5], FeatureId[_r_5_18_19], FeatureId[_r_5_18_20], FeatureId[_r_5_18_21]];11;0;48;131024
Movie System;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_7], FeatureId[_r_2], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_10_11], FeatureId[_r_3], FeatureId[_r_3_12_13], FeatureId[_r_3_12_14], FeatureId[_r_4], FeatureId[_r_4_15]];10;0;24;8168
ConferenceContext;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_3_4_5], FeatureId[_r_1_2_3_4_6], FeatureId[_r_1_2_7], FeatureId[_r_1_2_7_8_9], FeatureId[_r_1_2_7_8_10], FeatureId[_r_1_2_11], FeatureId[_r_1_2_11_12_13], FeatureId[_r_1_2_11_12_14], FeatureId[_r_1_2_11_12_15], FeatureId[_r_1_2_16], FeatureId[_r_17], FeatureId[_r_17_18], FeatureId[_r_17_19], FeatureId[_r_17_19_20_21], FeatureId[_r_17_19_20_22], FeatureId[_r_17_19_20_22_23_24], FeatureId[_r_17_19_20_22_23_25]];14;0;2496;1046080
SmartHotel;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5], FeatureId[_r_2_5_8_9], FeatureId[_r_2_5_8_10], FeatureId[_r_2_6], FeatureId[_r_2_6_13_14], FeatureId[_r_2_6_13_15], FeatureId[_r_2_6_13_16], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_7]];7;1;102;8090
Smart Phone Feature Model;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13], FeatureId[_r_3_11_14], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_6], FeatureId[_r_6_15_16], FeatureId[_r_6_15_17], FeatureId[_r_6_15_18]];8;2;168;65368
LXEP;[FeatureId[_r], FeatureId[_r_6], FeatureId[_r_6_12], FeatureId[_r_6_14], FeatureId[_r_6_15], FeatureId[_r_16], FeatureId[_r_16_18], FeatureId[_r_16_19], FeatureId[_r_16_20], FeatureId[_r_16_21]];10;0;2;1022
This is a test;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_3_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_10_11], FeatureId[_r_10_12], FeatureId[_r_10_13]];5;1;132;3964
Master;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_7_8], FeatureId[_r_4_7_9], FeatureId[_r_4_7_10], FeatureId[_r_5], FeatureId[_r_5_11], FeatureId[_r_5_11_14], FeatureId[_r_5_11_15], FeatureId[_r_5_12], FeatureId[_r_5_13], FeatureId[_r_5_13_16], FeatureId[_r_5_13_17], FeatureId[_r_6], FeatureId[_r_6_18_19], FeatureId[_r_6_18_24], FeatureId[_r_6_18_25]];10;1;252;130820
Game of war cards;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_3], FeatureId[_r_3_7], FeatureId[_r_3_10], FeatureId[_r_4], FeatureId[_r_4_9], FeatureId[_r_5], FeatureId[_r_5_12], FeatureId[_r_5_12_13], FeatureId[_r_5_12_14], FeatureId[_r_5_15], FeatureId[_r_5_16], FeatureId[_r_5_17], FeatureId[_r_5_18], FeatureId[_r_19], FeatureId[_r_19_20_21], FeatureId[_r_19_20_23], FeatureId[_r_19_20_24]];14;0;56;524232
Feature Tree Example;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_2], FeatureId[_r_2_6_7], FeatureId[_r_2_6_8], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_9_10], FeatureId[_r_4_9_11]];7;2;8;1016
E-Commerce;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_25_26], FeatureId[_r_1_25_27], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_7], FeatureId[_r_3_7_8], FeatureId[_r_3_7_9], FeatureId[_r_3_7_10], FeatureId[_r_3_11], FeatureId[_r_3_11_12], FeatureId[_r_3_11_13], FeatureId[_r_3_11_14], FeatureId[_r_3_15], FeatureId[_r_18], FeatureId[_r_28], FeatureId[_r_28_29_30], FeatureId[_r_28_29_32]];10;1;768;523520
Metadata;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_3_5_6], FeatureId[_r_1_2_3_5_6_8_9], FeatureId[_r_1_2_3_5_6_8_10], FeatureId[_r_1_2_3_5_6_8_11], FeatureId[_r_1_2_3_5_7], FeatureId[_r_1_2_3_5_7_12_13], FeatureId[_r_1_2_3_5_7_12_14], FeatureId[_r_1_2_3_5_7_12_15], FeatureId[_r_1_2_4], FeatureId[_r_1_2_4_16_17], FeatureId[_r_1_2_4_16_18], FeatureId[_r_1_2_4_16_19]];11;0;511;32257
Smart Queue;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_8_9_10], FeatureId[_r_1_7_8_11_12], FeatureId[_r_1_7_8_13_14], FeatureId[_r_2_3], FeatureId[_r_2_3_4_5], FeatureId[_r_2_3_6], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_18], FeatureId[_r_19]];13;0;4;8188
Cloud Storage Software;[FeatureId[_r], FeatureId[_r_9], FeatureId[_r_9_10], FeatureId[_r_9_10_11], FeatureId[_r_9_12], FeatureId[_r_9_13], FeatureId[_r_15], FeatureId[_r_15_16], FeatureId[_r_15_17], FeatureId[_r_15_17_18], FeatureId[_r_15_17_19], FeatureId[_r_15_17_20], FeatureId[_r_15_17_21], FeatureId[_r_15_23], FeatureId[_r_15_23_24], FeatureId[_r_15_23_25], FeatureId[_r_15_23_26], FeatureId[_r_15_29_30], FeatureId[_r_15_29_31], FeatureId[_r_32]];14;0;102;1048474
Sample;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_5], FeatureId[_r_6], FeatureId[_r_7_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_11]];5;0;32;992
PC model;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_9_10], FeatureId[_r_4_9_11], FeatureId[_r_5], FeatureId[_r_5_15_16], FeatureId[_r_5_15_17], FeatureId[_r_7], FeatureId[_r_7_12_13], FeatureId[_r_7_12_14], FeatureId[_r_8]];7;1;18;2030
Online shopping software;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_3], FeatureId[_r_3_9], FeatureId[_r_3_10], FeatureId[_r_3_11], FeatureId[_r_4], FeatureId[_r_4_12]];13;1;2;8190
Online shopping software;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5], FeatureId[_r_1_6], FeatureId[_r_2], FeatureId[_r_2_7], FeatureId[_r_2_8], FeatureId[_r_3], FeatureId[_r_3_9], FeatureId[_r_3_9_14], FeatureId[_r_3_10], FeatureId[_r_3_10_15], FeatureId[_r_3_10_16], FeatureId[_r_3_10_17], FeatureId[_r_3_11], FeatureId[_r_3_18_19], FeatureId[_r_3_18_20], FeatureId[_r_3_18_21], FeatureId[_r_4], FeatureId[_r_4_12]];18;7;11;1048565
Navigation Protocol;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_7_8], FeatureId[_r_2_7_9], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_10_11], FeatureId[_r_4_10_12], FeatureId[_r_4_10_12_13], FeatureId[_r_4_10_12_14], FeatureId[_r_5], FeatureId[_r_5_15_16], FeatureId[_r_5_15_17], FeatureId[_r_5_15_18], FeatureId[_r_6]];13;0;56;65480
PPU;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_4], FeatureId[_r_4_10_11], FeatureId[_r_4_10_12], FeatureId[_r_4_10_12_13_14], FeatureId[_r_4_10_12_13_15], FeatureId[_r_5], FeatureId[_r_5_16_17], FeatureId[_r_5_16_17_19_20], FeatureId[_r_5_16_17_19_21], FeatureId[_r_5_16_18], FeatureId[_r_6], FeatureId[_r_6_22_23], FeatureId[_r_6_22_24]];13;2;54;131018
Nexus DSPL;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_6_8], FeatureId[_r_1_5_7], FeatureId[_r_1_5_7_9_10], FeatureId[_r_1_5_7_9_11], FeatureId[_r_2], FeatureId[_r_2_12_13], FeatureId[_r_2_12_14], FeatureId[_r_3], FeatureId[_r_3_15_16], FeatureId[_r_3_15_17], FeatureId[_r_4], FeatureId[_r_4_18_19], FeatureId[_r_4_18_20], FeatureId[_r_4_18_21], FeatureId[_r_4_18_21_22_23], FeatureId[_r_4_18_21_22_24]];15;7;66;524222
Congress Assistant;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_6_11_12], FeatureId[_r_2_5_6_11_13], FeatureId[_r_2_5_6_11_14], FeatureId[_r_2_5_7], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_4]];7;0;48;4048
Mobile Tourist Planner;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_5_6], FeatureId[_r_1_5_7], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_3_8_11], FeatureId[_r_4]];6;0;28;996
Content Store;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_7], FeatureId[_r_7_9], FeatureId[_r_7_9_10_11], FeatureId[_r_7_9_10_12], FeatureId[_r_8], FeatureId[_r_8_13_14], FeatureId[_r_8_13_15], FeatureId[_r_8_13_16]];9;0;56;16328
Visual Data Graph;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_18_19], FeatureId[_r_1_18_20], FeatureId[_r_2], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_7], FeatureId[_r_8], FeatureId[_r_8_9], FeatureId[_r_8_10], FeatureId[_r_8_11], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_15], FeatureId[_r_12_13_16], FeatureId[_r_12_13_17]];9;0;1792;260352
Urna-EMF;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_2_5], FeatureId[_r_6], FeatureId[_r_6_7_8], FeatureId[_r_6_7_9], FeatureId[_r_6_7_10], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_14], FeatureId[_r_11_12_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19], FeatureId[_r_20]];10;9;27;131045
urna1_Padia;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_8], FeatureId[_r_17], FeatureId[_r_17_18_19], FeatureId[_r_17_18_21], FeatureId[_r_23], FeatureId[_r_23_24_25], FeatureId[_r_23_24_27], FeatureId[_r_23_24_28], FeatureId[_r_29], FeatureId[_r_29_30], FeatureId[_r_29_31], FeatureId[_r_29_32], FeatureId[_r_29_33]];17;0;6;1048570
urna2_Padia;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_4], FeatureId[_r_2_5], FeatureId[_r_2_6], FeatureId[_r_2_8], FeatureId[_r_17], FeatureId[_r_17_18_19], FeatureId[_r_17_18_21], FeatureId[_r_23], FeatureId[_r_23_24_25], FeatureId[_r_23_24_27], FeatureId[_r_23_24_28], FeatureId[_r_29], FeatureId[_r_29_30], FeatureId[_r_29_31], FeatureId[_r_29_32], FeatureId[_r_29_33]];17;4;6;1048570
Urna Gleidson;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_3_4], FeatureId[_r_3_7], FeatureId[_r_3_8], FeatureId[_r_3_9], FeatureId[_r_3_10], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_13], FeatureId[_r_14], FeatureId[_r_15], FeatureId[_r_16]];10;3;9;16375
Eleição para presidente e dois senadores;[FeatureId[_r], FeatureId[_r_10], FeatureId[_r_10_15], FeatureId[_r_10_15_16], FeatureId[_r_10_15_16_17], FeatureId[_r_10_15_16_17_33], FeatureId[_r_10_15_16_19], FeatureId[_r_10_15_16_19_34], FeatureId[_r_10_15_21], FeatureId[_r_10_15_21_22], FeatureId[_r_10_15_21_22_31], FeatureId[_r_10_15_21_23], FeatureId[_r_10_15_21_23_32], FeatureId[_r_10_15_25], FeatureId[_r_10_15_25_26], FeatureId[_r_10_15_25_26_29], FeatureId[_r_10_15_25_27], FeatureId[_r_10_15_25_27_30], FeatureId[_r_10_15_37]];19;0;64;524224
JCS;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_5], FeatureId[_r_5_11_12], FeatureId[_r_5_11_13], FeatureId[_r_6]];5;3;96;4000
votacao eletronica;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_5], FeatureId[_r_4_5_6], FeatureId[_r_4_5_6_10_11], FeatureId[_r_4_5_6_10_12], FeatureId[_r_4_5_6_10_13], FeatureId[_r_4_5_6_17], FeatureId[_r_4_5_6_17_18], FeatureId[_r_4_5_6_17_18_19]];8;1;7;1017
Urna - Federal;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4], FeatureId[_r_1_4_25], FeatureId[_r_1_4_26], FeatureId[_r_1_4_28], FeatureId[_r_1_5], FeatureId[_r_1_5_6], FeatureId[_r_1_5_6_13_14], FeatureId[_r_1_5_6_13_15], FeatureId[_r_1_5_6_13_16], FeatureId[_r_1_5_7], FeatureId[_r_1_5_7_17_18], FeatureId[_r_1_5_7_17_19], FeatureId[_r_1_5_7_17_20], FeatureId[_r_1_5_12], FeatureId[_r_1_5_12_21_22], FeatureId[_r_1_5_12_21_23], FeatureId[_r_1_5_12_21_24]];13;0;27;524261
2 - Eleição de um prefeito e um Vereador;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_4], FeatureId[_r_2_4_5], FeatureId[_r_2_4_5_10_11], FeatureId[_r_2_4_5_10_13], FeatureId[_r_2_4_5_10_14], FeatureId[_r_2_4_5_15_16], FeatureId[_r_2_4_5_15_17], FeatureId[_r_2_4_5_15_18], FeatureId[_r_2_4_20], FeatureId[_r_2_4_20_22], FeatureId[_r_2_4_20_22_23]];9;0;49;8143
Urna eletronica Vinicius Cesar;[FeatureId[_r], FeatureId[_r_14], FeatureId[_r_15_16], FeatureId[_r_15_16_20_21], FeatureId[_r_15_16_20_22], FeatureId[_r_15_16_23], FeatureId[_r_15_17], FeatureId[_r_15_17_24_25], FeatureId[_r_15_17_24_26], FeatureId[_r_15_17_30], FeatureId[_r_15_18], FeatureId[_r_15_18_27_28], FeatureId[_r_15_18_27_31], FeatureId[_r_15_18_32], FeatureId[_r_33]];13;0;6;32762
Urna - Municipal;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_4], FeatureId[_r_1_2_4_5], FeatureId[_r_1_2_4_5_7_8], FeatureId[_r_1_2_4_5_7_9], FeatureId[_r_1_2_4_5_7_10], FeatureId[_r_1_2_4_6], FeatureId[_r_1_2_4_6_13_14], FeatureId[_r_1_2_4_6_13_15], FeatureId[_r_1_2_4_6_13_16], FeatureId[_r_1_3], FeatureId[_r_1_3_17], FeatureId[_r_1_3_18], FeatureId[_r_1_3_19]];12;0;9;65527
Eleição de um prefeito e um vereador;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3], FeatureId[_r_1_2_3_4], FeatureId[_r_1_2_3_4_6], FeatureId[_r_1_2_3_5], FeatureId[_r_1_2_3_5_7], FeatureId[_r_1_2_8], FeatureId[_r_1_2_8_9], FeatureId[_r_1_2_8_9_11], FeatureId[_r_1_2_8_10], FeatureId[_r_1_2_8_10_12], FeatureId[_r_1_2_13]];14;0;16;16368
testing;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3_4], FeatureId[_r_1_2_3_5], FeatureId[_r_1_2_3_6], FeatureId[_r_1_2_3_7], FeatureId[_r_1_2_3_8], FeatureId[_r_1_2_3_9], FeatureId[_r_1_2_3_10], FeatureId[_r_1_2_3_11]];4;0;255;1793
Ooredoo;[FeatureId[_r], FeatureId[_r_21], FeatureId[_r_21_22_23], FeatureId[_r_21_22_24], FeatureId[_r_21_22_25], FeatureId[_r_26], FeatureId[_r_26_27_28], FeatureId[_r_26_27_29], FeatureId[_r_26_27_30], FeatureId[_r_26_27_31], FeatureId[_r_26_27_32], FeatureId[_r_26_27_33]];5;0;18;4078
M-learning Requirements Catalog;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_2_4_5], FeatureId[_r_1_2_4_6], FeatureId[_r_1_2_4_7], FeatureId[_r_1_2_4_7_8], FeatureId[_r_1_2_4_7_9], FeatureId[_r_1_2_4_7_10], FeatureId[_r_1_2_4_7_11]];5;0;140;3956
Visit Indonesia Apps;[FeatureId[_r], FeatureId[_r_4], FeatureId[_r_4_5_6], FeatureId[_r_4_5_8], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13], FeatureId[_r_10_11_14], FeatureId[_r_15], FeatureId[_r_16], FeatureId[_r_16_17_18], FeatureId[_r_16_17_19], FeatureId[_r_20]];8;2;84;8108
ubuntu;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_12], FeatureId[_r_2], FeatureId[_r_3], FeatureId[_r_3_6_7], FeatureId[_r_3_6_8], FeatureId[_r_5], FeatureId[_r_5_9_10], FeatureId[_r_5_9_11], FeatureId[_r_13]];8;1;18;2030
PawelsTestThermometer;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_2], FeatureId[_r_2_7], FeatureId[_r_2_7_14], FeatureId[_r_2_7_14_17_18], FeatureId[_r_2_7_14_17_19], FeatureId[_r_2_7_16], FeatureId[_r_2_7_20_21], FeatureId[_r_2_7_20_21_23_24], FeatureId[_r_2_7_20_21_23_25], FeatureId[_r_2_7_20_22], FeatureId[_r_2_8], FeatureId[_r_2_9], FeatureId[_r_2_9_10], FeatureId[_r_2_9_10_11_12], FeatureId[_r_2_9_10_11_13]];14;2;50;524238
PawelRobo;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_6], FeatureId[_r_1_6_8_9], FeatureId[_r_1_6_8_10], FeatureId[_r_1_6_8_10_11], FeatureId[_r_1_6_8_10_12], FeatureId[_r_1_7], FeatureId[_r_1_7_15_16], FeatureId[_r_1_7_15_17], FeatureId[_r_1_7_15_18], FeatureId[_r_1_7_19], FeatureId[_r_5], FeatureId[_r_5_20], FeatureId[_r_5_22], FeatureId[_r_5_22_28_29], FeatureId[_r_5_22_28_30], FeatureId[_r_5_24], FeatureId[_r_5_24_25_26], FeatureId[_r_5_24_25_27]];16;3;32;1048544
LeSE - Learning Software Engineering;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_18], FeatureId[_r_1_3_19], FeatureId[_r_1_4], FeatureId[_r_1_4_15], FeatureId[_r_1_4_16], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_17]];11;0;24;16360
markke core asset testing;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_4_5], FeatureId[_r_1_4_6], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_1_7_11], FeatureId[_r_12], FeatureId[_r_12_13], FeatureId[_r_12_14], FeatureId[_r_12_15_16], FeatureId[_r_12_15_17]];10;0;24;32744
Priscilinha;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_3], FeatureId[_r_4], FeatureId[_r_4_6], FeatureId[_r_4_7], FeatureId[_r_4_7_8], FeatureId[_r_4_7_9], FeatureId[_r_4_10], FeatureId[_r_4_10_11], FeatureId[_r_4_10_12], FeatureId[_r_4_13]];13;0;2;8190
LeSE - Learning Software Engineering (Aprendendo Engenharia de Software);[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_3_18], FeatureId[_r_1_3_19], FeatureId[_r_1_4], FeatureId[_r_1_4_15], FeatureId[_r_1_4_16], FeatureId[_r_8], FeatureId[_r_9], FeatureId[_r_11], FeatureId[_r_12], FeatureId[_r_12_13_14], FeatureId[_r_12_13_17]];11;0;16;16368
TW SPL Hard Choices;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_1_5], FeatureId[_r_6], FeatureId[_r_6_7], FeatureId[_r_6_8], FeatureId[_r_6_10], FeatureId[_r_6_11], FeatureId[_r_6_12]];10;0;4;4092
Connecterra design;[FeatureId[_r], FeatureId[_r_9], FeatureId[_r_9_15], FeatureId[_r_9_15_16], FeatureId[_r_9_15_17], FeatureId[_r_9_15_18], FeatureId[_r_9_19], FeatureId[_r_9_19_20], FeatureId[_r_14], FeatureId[_r_14_21], FeatureId[_r_14_21_23], FeatureId[_r_14_21_24], FeatureId[_r_14_21_25], FeatureId[_r_14_21_26], FeatureId[_r_14_21_26_29], FeatureId[_r_14_21_26_30], FeatureId[_r_14_21_26_31], FeatureId[_r_14_22], FeatureId[_r_14_22_27], FeatureId[_r_14_22_28]];8;0;4096;1044480
Home;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_3], FeatureId[_r_3_4_5], FeatureId[_r_3_4_8], FeatureId[_r_3_4_9], FeatureId[_r_3_4_10], FeatureId[_r_11], FeatureId[_r_11_12_13], FeatureId[_r_11_12_16], FeatureId[_r_11_12_17], FeatureId[_r_11_12_18]];6;1;124;8068
SIXL;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_1_19], FeatureId[_r_2], FeatureId[_r_2_11_12], FeatureId[_r_2_11_13], FeatureId[_r_2_11_14], FeatureId[_r_3], FeatureId[_r_3_4_5], FeatureId[_r_3_4_6], FeatureId[_r_15], FeatureId[_r_15_16_17], FeatureId[_r_15_16_18]];9;2;294;65242
Jogo;[FeatureId[_r], FeatureId[_r_2], FeatureId[_r_2_3], FeatureId[_r_2_3_4], FeatureId[_r_2_3_5], FeatureId[_r_2_3_6], FeatureId[_r_2_3_7], FeatureId[_r_2_8], FeatureId[_r_2_8_9], FeatureId[_r_2_8_10], FeatureId[_r_2_8_11]];9;0;4;2044
IRIS;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_7], FeatureId[_r_1_7_9_10], FeatureId[_r_1_7_9_11], FeatureId[_r_1_7_9_12], FeatureId[_r_13], FeatureId[_r_13_14_15], FeatureId[_r_13_14_16], FeatureId[_r_13_14_17], FeatureId[_r_18], FeatureId[_r_18_19_20], FeatureId[_r_18_19_21], FeatureId[_r_22], FeatureId[_r_23], FeatureId[_r_24]];9;3;2352;259792
Cruise Control SPL;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_11], FeatureId[_r_11_14], FeatureId[_r_11_15], FeatureId[_r_11_16], FeatureId[_r_11_17], FeatureId[_r_19], FeatureId[_r_19_21], FeatureId[_r_19_25], FeatureId[_r_19_26], FeatureId[_r_19_38], FeatureId[_r_27], FeatureId[_r_27_28_29], FeatureId[_r_27_28_30], FeatureId[_r_27_28_31]];10;5;776;523512
Car;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_3], FeatureId[_r_3_8_9], FeatureId[_r_3_8_10], FeatureId[_r_4], FeatureId[_r_11]];6;0;24;1000
Jogo;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_2], FeatureId[_r_1_2_3], FeatureId[_r_1_2_4], FeatureId[_r_1_2_5], FeatureId[_r_1_2_6], FeatureId[_r_1_7], FeatureId[_r_1_7_8], FeatureId[_r_1_7_9], FeatureId[_r_1_7_10], FeatureId[_r_1_7_11]];11;1;2;4094
Mobile Phone;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_2], FeatureId[_r_2_5_6], FeatureId[_r_2_5_7], FeatureId[_r_2_5_8], FeatureId[_r_9], FeatureId[_r_10], FeatureId[_r_10_11_12], FeatureId[_r_10_11_13]];6;2;14;1010
Test1;[FeatureId[_r], FeatureId[_r_1], FeatureId[_r_1_3], FeatureId[_r_1_4], FeatureId[_r_2], FeatureId[_r_2_10], FeatureId[_r_2_11], FeatureId[_r_5], FeatureId[_r_5_6_7], FeatureId[_r_5_8_9]];7;2;8;1016
